Sentence,Error Type,Corrected Sentence
அவர்கள் பந்து படிக்கிறாள்.,No Error,அவர்கள் பந்து படிக்கிறாள்.
அவன் வீட்டில் படிக்கிறான்.,No Error,அவன் வீட்டில் படிக்கிறான்.
நான் வீட்டில் சாப்பிடுகிறான்.,No Error,நான் வீட்டில் சாப்பிடுகிறான்.
நான் பள்ளிக்கு சாப்பிடுகிறான்.,No Error,நான் பள்ளிக்கு சாப்பிடுகிறான்.
அவன் பள்ளிக்கு விளையாடுகிறோம்.,No Error,அவன் பள்ளிக்கு விளையாடுகிறோம்.
நாம் பழத்தை படிக்கிறாள்.,No Error,நாம் பழத்தை படிக்கிறாள்.
அவர்கள் புத்தகத்தை சாப்பிடுகிறான்.,No Error,அவர்கள் புத்தகத்தை சாப்பிடுகிறான்.
நாம் பழத்தை விளையாடுகிறோம்.,No Error,நாம் பழத்தை விளையாடுகிறோம்.
பார்வதி பழத்தை படிக்கிறாள்.,No Error,பார்வதி பழத்தை படிக்கிறாள்.
பார்வதி வீட்டில் படிக்கிறாள்.,No Error,பார்வதி வீட்டில் படிக்கிறாள்.
